Mod:Item:MetaData, Localized Name
rftoolsdim:known_dimlet:9, Digit Dimlet (9)
rftoolsdim:known_dimlet:9, Digit Dimlet (8)
rftoolsdim:known_dimlet:9, Digit Dimlet (7)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal day)
rftoolsdim:known_dimlet:3, Mob Dimlet (Default)
rftoolsdim:known_dimlet:9, Digit Dimlet (6)
rftoolsdim:known_dimlet:9, Digit Dimlet (5)
rftoolsdim:known_dimlet:9, Digit Dimlet (4)
rftoolsdim:known_dimlet:9, Digit Dimlet (3)
rftoolsdim:known_dimlet:9, Digit Dimlet (2)
rftoolsdim:known_dimlet:6, Terrain Dimlet (Void)
rftoolsdim:known_dimlet:9, Digit Dimlet (1)
rftoolsdim:known_dimlet:12, Controller Dimlet (Default)
rftoolsdim:known_dimlet:9, Digit Dimlet (0)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal)
rftoolsdim:known_dimlet:12, Controller Dimlet (Single)
rftoolsdim:known_dimlet:6, Terrain Dimlet (Flat)
rftoolsdim:known_dimlet:13, Weather Dimlet (Default)
rftoolsdim:known_dimlet:5, Structure Dimlet (None)
rftoolsdim:known_dimlet:8, Time Dimlet (Normal)
rftoolsdim:efficiency_essence, Efficiency Essence
rftoolsdim:mediocre_efficiency_essence, Mediocre Efficiency Essence
rftoolsdim:empty_dimension_tab, Empty Dimension Tab
rftoolsdim:realized_dimension_tab, Realized Dimension Tab
rftoolsdim:dimlet_template, Dimlet Template
rftoolsdim:dimlet_parcel, Dimlet Parcel
rftoolsdim:rftoolsdim_manual, RFTools Dimension Manual
rftoolsdim:dimension_monitor, Dimension Monitor
rftoolsdim:dimension_module, Dimension Screen Module
rftoolsdim:phased_field_generator, Phased Field Generator
rftoolsdim:dimensional_blank_block, Dimensional Blank Block
rftoolsdim:dimensional_block, Dimensional Block
rftoolsdim:dimensional_cross2_block, Dimensional Cross 2 Block
rftoolsdim:dimensional_cross_block, Dimensional Cross Block
rftoolsdim:dimensional_pattern1_block, Dimensional Pattern 1 Block
rftoolsdim:dimensional_pattern2_block, Dimensional Pattern 2 Block
rftoolsdim:dimensional_small_blocks, Dimensional Small Blocks
rftoolsdim:dimension_enscriber, Dimension Enscriber
rftoolsdim:dimension_builder, Dimension Builder
rftoolsdim:dimension_editor, Dimension Editor
rftoolsdim:dimlet_workbench, Dimlet Workbench
rftoolsdim:activity_probe, Activity Probe
rftoolsdim:energy_extractor, Energy Extractor
rftoolsdim:material_absorber, Material Absorber
rftoolsdim:liquid_absorber, Liquid Absorber
rftoolsdim:biome_absorber, Biome Absorber
rftoolsdim:terrain_absorber, Terrain Absorber
rftoolsdim:feature_absorber, Feature Absorber
rftoolsdim:time_absorber, Time Absorber
rftoolsdim:fake_water, retaW
rftoolsdim:fake_gravel, levarG
rftoolsdim:fake_sand, dnaS
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond:0, Diamond Wand
betterbuilderswands:wandunbreakable:0, Unbreakable Wand
buildcraftcore:spring:0, Water Spring
buildcraftcore:spring:1, Oil Spring
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Blueprint (Decoration)
buildcraftcore:decorated:2, Template (Decoration)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Laser (Decoration)
buildcraftcore:marker_volume, Land Mark
buildcraftcore:marker_path, Path Mark
buildcraftcore:engine:0, Redstone Engine
buildcraftcore:engine:1, Stirling Engine
buildcraftcore:engine:2, Combustion Engine
buildcraftcore:engine:3, Creative Engine
buildcraftcore:wrench, Wrench
buildcraftcore:gear_wood, Wood Gear
buildcraftcore:gear_stone, Stone Gear
buildcraftcore:gear_iron, Iron Gear
buildcraftcore:gear_gold, Gold Gear
buildcraftcore:gear_diamond, Diamond Gear
buildcraftcore:paintbrush:64, Paintbrush
buildcraftcore:paintbrush:0, §z§0§fWhite§r Paintbrush
buildcraftcore:paintbrush:0, §z§1§6Orange§r Paintbrush
buildcraftcore:paintbrush:0, §z§2§dMagenta§r Paintbrush
buildcraftcore:paintbrush:0, §z§3§bLight Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§4§eYellow§r Paintbrush
buildcraftcore:paintbrush:0, §z§5§aLime§r Paintbrush
buildcraftcore:paintbrush:0, §z§6§dPink§r Paintbrush
buildcraftcore:paintbrush:0, §z§7§7Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§8§7Light Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§9§3Cyan§r Paintbrush
buildcraftcore:paintbrush:0, §z§a§dPurple§r Paintbrush
buildcraftcore:paintbrush:0, §9§9Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§c§6Brown§r Paintbrush
buildcraftcore:paintbrush:0, §z§d§aGreen§r Paintbrush
buildcraftcore:paintbrush:0, §z§e§cRed§r Paintbrush
buildcraftcore:paintbrush:0, §0§7Black§r Paintbrush
buildcraftcore:list, List
buildcraftcore:map_location:0, Map Location
buildcraftcore:marker_connector, Marker Connector
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Fragile %s Shard
buildcraftbuilders:snapshot:2, Blueprint
buildcraftbuilders:snapshot:0, Template
buildcraftbuilders:schematic_single:0, Single Block Schematic
buildcraftbuilders:filler_planner, Filler Planner
buildcraftbuilders:filler, Filler
buildcraftbuilders:builder, Builder
buildcraftbuilders:architect, Architect Table
buildcraftbuilders:library, Electronic Library
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Frame
buildcraftbuilders:quarry, Quarry
buildcrafttransport:pipe_structure:0, Cobblestone Structure Pipe
buildcrafttransport:pipe_wood_item:0, Wooden Transport Pipe
buildcrafttransport:pipe_cobble_item:0, Cobblestone Transport Pipe
buildcrafttransport:pipe_stone_item:0, Stone Transport Pipe
buildcrafttransport:pipe_quartz_item:0, Quartz Transport Pipe
buildcrafttransport:pipe_iron_item:0, Iron Transport Pipe
buildcrafttransport:pipe_gold_item:0, Golden Transport Pipe
buildcrafttransport:pipe_clay_item:0, Clay Transport Pipe
buildcrafttransport:pipe_sandstone_item:0, Sandstone Transport Pipe
buildcrafttransport:pipe_void_item:0, Void Transport Pipe
buildcrafttransport:pipe_obsidian_item:0, Obsidian Transport Pipe
buildcrafttransport:pipe_diamond_item:0, Diamond Transport Pipe
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Lazuli Transport Pipe
buildcrafttransport:pipe_daizuli_item:0, Daizuli Transport Pipe
buildcrafttransport:pipe_emzuli_item:0, Emzuli Transport Pipe
buildcrafttransport:pipe_stripes_item:0, Stripes Transport Pipe
buildcrafttransport:pipe_wood_fluid:0, Wooden Fluid Pipe
buildcrafttransport:pipe_cobble_fluid:0, Cobblestone Fluid Pipe
buildcrafttransport:pipe_stone_fluid:0, Stone Fluid Pipe
buildcrafttransport:pipe_quartz_fluid:0, Quartz Fluid Pipe
buildcrafttransport:pipe_gold_fluid:0, Golden Fluid Pipe
buildcrafttransport:pipe_iron_fluid:0, Iron Fluid Pipe
buildcrafttransport:pipe_clay_fluid:0, Clay Fluid Pipe
buildcrafttransport:pipe_sandstone_fluid:0, Sandstone Fluid Pipe
buildcrafttransport:pipe_void_fluid:0, Void Fluid Pipe
buildcrafttransport:pipe_diamond_fluid:0, Diamond Fluid Pipe
buildcrafttransport:pipe_diamond_wood_fluid:0, Wooden Diamond Fluid Pipe
buildcrafttransport:pipe_wood_power:0, Wooden Kinesis Pipe
buildcrafttransport:pipe_cobble_power:0, Cobblestone Kinesis Pipe
buildcrafttransport:pipe_stone_power:0, Stone Kinesis Pipe
buildcrafttransport:pipe_quartz_power:0, Quartz Kinesis Pipe
buildcrafttransport:pipe_gold_power:0, Golden Kinesis Pipe
buildcrafttransport:pipe_sandstone_power:0, Sandstone Kinesis Pipe
buildcrafttransport:filtered_buffer, Filtered Buffer
buildcrafttransport:waterproof, Pipe Sealant
buildcrafttransport:plug_blocker, Pipe Plug
buildcrafttransport:plug_power_adaptor, Power Adapter
buildcrafttransport:wire:0, §z§0§fWhite§r Pipe Wire
buildcrafttransport:wire:1, §z§1§6Orange§r Pipe Wire
buildcrafttransport:wire:2, §z§2§dMagenta§r Pipe Wire
buildcrafttransport:wire:3, §z§3§bLight Blue§r Pipe Wire
buildcrafttransport:wire:4, §z§4§eYellow§r Pipe Wire
buildcrafttransport:wire:5, §z§5§aLime§r Pipe Wire
buildcrafttransport:wire:6, §z§6§dPink§r Pipe Wire
buildcrafttransport:wire:7, §z§7§7Gray§r Pipe Wire
buildcrafttransport:wire:8, §z§8§7Light Gray§r Pipe Wire
buildcrafttransport:wire:9, §z§9§3Cyan§r Pipe Wire
buildcrafttransport:wire:10, §z§a§dPurple§r Pipe Wire
buildcrafttransport:wire:11, §9§9Blue§r Pipe Wire
buildcrafttransport:wire:12, §z§c§6Brown§r Pipe Wire
buildcrafttransport:wire:13, §z§d§aGreen§r Pipe Wire
buildcrafttransport:wire:14, §z§e§cRed§r Pipe Wire
buildcrafttransport:wire:15, §0§7Black§r Pipe Wire
buildcraftsilicon:laser, Laser
buildcraftsilicon:assembly_table, Assembly Table
buildcraftsilicon:advanced_crafting_table, Advanced Crafting Table
buildcraftsilicon:integration_table, Integration Table
buildcraftsilicon:redstone_chipset:0, Redstone Chipset
buildcraftsilicon:redstone_chipset:1, Iron Chipset
buildcraftsilicon:redstone_chipset:2, Golden Chipset
buildcraftsilicon:redstone_chipset:3, Quartz Chipset
buildcraftsilicon:redstone_chipset:4, Diamond Chipset
buildcraftsilicon:plug_gate, item.gate.name
buildcraftsilicon:plug_lens:0, §0§7Black§r Lens
buildcraftsilicon:plug_lens:1, §z§e§cRed§r Lens
buildcraftsilicon:plug_lens:2, §z§d§aGreen§r Lens
buildcraftsilicon:plug_lens:3, §z§c§6Brown§r Lens
buildcraftsilicon:plug_lens:4, §9§9Blue§r Lens
buildcraftsilicon:plug_lens:5, §z§a§dPurple§r Lens
buildcraftsilicon:plug_lens:6, §z§9§3Cyan§r Lens
buildcraftsilicon:plug_lens:7, §z§8§7Light Gray§r Lens
buildcraftsilicon:plug_lens:8, §z§7§7Gray§r Lens
buildcraftsilicon:plug_lens:9, §z§6§dPink§r Lens
buildcraftsilicon:plug_lens:10, §z§5§aLime§r Lens
buildcraftsilicon:plug_lens:11, §z§4§eYellow§r Lens
buildcraftsilicon:plug_lens:12, §z§3§bLight Blue§r Lens
buildcraftsilicon:plug_lens:13, §z§2§dMagenta§r Lens
buildcraftsilicon:plug_lens:14, §z§1§6Orange§r Lens
buildcraftsilicon:plug_lens:15, §z§0§fWhite§r Lens
buildcraftsilicon:plug_lens:16, §0§7Black§r Filter
buildcraftsilicon:plug_lens:17, §z§e§cRed§r Filter
buildcraftsilicon:plug_lens:18, §z§d§aGreen§r Filter
buildcraftsilicon:plug_lens:19, §z§c§6Brown§r Filter
buildcraftsilicon:plug_lens:20, §9§9Blue§r Filter
buildcraftsilicon:plug_lens:21, §z§a§dPurple§r Filter
buildcraftsilicon:plug_lens:22, §z§9§3Cyan§r Filter
buildcraftsilicon:plug_lens:23, §z§8§7Light Gray§r Filter
buildcraftsilicon:plug_lens:24, §z§7§7Gray§r Filter
buildcraftsilicon:plug_lens:25, §z§6§dPink§r Filter
buildcraftsilicon:plug_lens:26, §z§5§aLime§r Filter
buildcraftsilicon:plug_lens:27, §z§4§eYellow§r Filter
buildcraftsilicon:plug_lens:28, §z§3§bLight Blue§r Filter
buildcraftsilicon:plug_lens:29, §z§2§dMagenta§r Filter
buildcraftsilicon:plug_lens:30, §z§1§6Orange§r Filter
buildcraftsilicon:plug_lens:31, §z§0§fWhite§r Filter
buildcraftsilicon:plug_lens:32, Clear Lens
buildcraftsilicon:plug_lens:33, Clear Filter
buildcraftsilicon:plug_pulsar, Pipe Pulsar
buildcraftsilicon:plug_light_sensor, Light Sensor
buildcraftenergy:glob_of_oil, item.globOil.name
buildcraftfactory:autoworkbench_item, Auto Workbench
buildcraftfactory:mining_well, Mining Well
buildcraftfactory:pump, Pump
buildcraftfactory:flood_gate, Flood Gate
buildcraftfactory:tank, Tank
buildcraftfactory:chute, Chute
buildcraftfactory:distiller, Distiller
buildcraftfactory:heat_exchange, Heat Exchanger
buildcraftfactory:water_gel_spawn, Water Gelifier
buildcraftfactory:gel, Gelled Water
buildcraftrobotics:zone_planner, Zone Planner
mcjtylib_ng:multipart, tile.mcjtylib_ng.multipart.name
harvestcraft:blackberryitem, Blackberry
harvestcraft:blackberryseeditem, Blackberry Seed
harvestcraft:blueberryitem, Blueberry
harvestcraft:blueberryseeditem, Blueberry Seed
harvestcraft:candleberryitem, Candleberry
harvestcraft:candleberryseeditem, Candleberry Seed
harvestcraft:raspberryitem, Raspberry
harvestcraft:raspberryseeditem, Raspberry Seed
harvestcraft:strawberryitem, Strawberry
harvestcraft:strawberryseeditem, Strawberry Seed
harvestcraft:cactusfruititem, Cactus Fruit
harvestcraft:cactusfruitseeditem, Cactus Fruit Seed
harvestcraft:asparagusitem, Asparagus
harvestcraft:asparagusseeditem, Asparagus Seed
harvestcraft:barleyitem, Barley
harvestcraft:barleyseeditem, Barley Seed
harvestcraft:oatsitem, Oats
harvestcraft:oatsseeditem, Oats Seed
harvestcraft:ryeitem, Rye
harvestcraft:ryeseeditem, Rye Seed
harvestcraft:cornitem, Corn
harvestcraft:cornseeditem, Corn Seed
harvestcraft:bambooshootitem, Bamboo Shoot
harvestcraft:bambooshootseeditem, Bamboo Shoot Seed
harvestcraft:cantaloupeitem, Cantaloupe
harvestcraft:cantaloupeseeditem, Cantaloupe Seed
harvestcraft:cucumberitem, Cucumber
harvestcraft:cucumberseeditem, Cucumber Seed
harvestcraft:wintersquashitem, Winter Squash
harvestcraft:wintersquashseeditem, Winter Squash Seed
harvestcraft:zucchiniitem, Zucchini
harvestcraft:zucchiniseeditem, Zucchini Seed
harvestcraft:beetitem, Beet
harvestcraft:beetseeditem, Beet Seed
harvestcraft:onionitem, Onion
harvestcraft:onionseeditem, Onion Seed
harvestcraft:parsnipitem, Parsnip
harvestcraft:parsnipseeditem, Parsnip Seed
harvestcraft:peanutitem, Peanut
harvestcraft:peanutseeditem, Peanut Seed
harvestcraft:radishitem, Radish
harvestcraft:radishseeditem, Radish Seed
harvestcraft:rutabagaitem, Rutabaga
harvestcraft:rutabagaseeditem, Rutabaga Seed
harvestcraft:sweetpotatoitem, Sweet Potato
harvestcraft:sweetpotatoseeditem, Sweet Potato Seed
harvestcraft:turnipitem, Turnip
harvestcraft:turnipseeditem, Turnip Seed
harvestcraft:rhubarbitem, Rhubarb
harvestcraft:rhubarbseeditem, Rhubarb Seed
harvestcraft:celeryitem, Celery
harvestcraft:celeryseeditem, Celery Seed
harvestcraft:garlicitem, Garlic
harvestcraft:garlicseeditem, Garlic Seed
harvestcraft:gingeritem, Ginger
harvestcraft:gingerseeditem, Ginger Seed
harvestcraft:spiceleafitem, Spice Leaf
harvestcraft:spiceleafseeditem, Spice Leaf Seed
harvestcraft:tealeafitem, Tea Leaf
harvestcraft:teaseeditem, Tea Seed
harvestcraft:coffeebeanitem, Coffee Beans
harvestcraft:coffeeseeditem, Coffee Seed
harvestcraft:mustardseedsitem, Mustard Seeds
harvestcraft:mustardseeditem, Mustard Seed
harvestcraft:broccoliitem, Broccoli
harvestcraft:broccoliseeditem, Broccoli Seed
harvestcraft:caulifloweritem, Cauliflower
harvestcraft:cauliflowerseeditem, Cauliflower Seed
harvestcraft:leekitem, Leek
harvestcraft:leekseeditem, Leek Seed
harvestcraft:lettuceitem, Lettuce
harvestcraft:lettuceseeditem, Lettuce Seed
harvestcraft:scallionitem, Scallion
harvestcraft:scallionseeditem, Scallion Seed
harvestcraft:artichokeitem, Artichoke
harvestcraft:artichokeseeditem, Artichoke Seed
harvestcraft:brusselsproutitem, Brussel Sprout
harvestcraft:brusselsproutseeditem, Brussel Sprout Seed
harvestcraft:cabbageitem, Cabbage
harvestcraft:cabbageseeditem, Cabbage Seed
harvestcraft:spinachitem, Spinach
harvestcraft:spinachseeditem, Spinach Seed
harvestcraft:whitemushroomitem, White Mushroom
harvestcraft:whitemushroomseeditem, White Mushroom Spore
harvestcraft:beanitem, Beans
harvestcraft:beanseeditem, Bean Seed
harvestcraft:soybeanitem, Soybean
harvestcraft:soybeanseeditem, Soybean Seed
harvestcraft:bellpepperitem, Bellpepper
harvestcraft:bellpepperseeditem, Bellpepper Seed
harvestcraft:chilipepperitem, Chili Pepper
harvestcraft:chilipepperseeditem, Chili Pepper Seed
harvestcraft:eggplantitem, Eggplant
harvestcraft:eggplantseeditem, Eggplant Seed
harvestcraft:okraitem, Okra
harvestcraft:okraseeditem, Okra Seed
harvestcraft:peasitem, Peas
harvestcraft:peasseeditem, Peas Seed
harvestcraft:tomatoitem, Tomato
harvestcraft:tomatoseeditem, Tomato Seed
harvestcraft:cottonitem, Cotton
harvestcraft:cottonseeditem, Cotton Seed
harvestcraft:pineappleitem, Pineapple
harvestcraft:pineappleseeditem, Pineapple Seed
harvestcraft:grapeitem, Grape
harvestcraft:grapeseeditem, Grape Seed
harvestcraft:kiwiitem, Kiwi
harvestcraft:kiwiseeditem, Kiwi Seed
harvestcraft:cranberryitem, Cranberry
harvestcraft:cranberryseeditem, Cranberry Seed
harvestcraft:riceitem, Rice
harvestcraft:riceseeditem, Rice Seed
harvestcraft:seaweeditem, Seaweed
harvestcraft:seaweedseeditem, Seaweed Seed
harvestcraft:curryleafitem, Curry Leaf
harvestcraft:curryleafseeditem, Curry Leaf Seed
harvestcraft:sesameseedsitem, Sesame Seeds
harvestcraft:sesameseedsseeditem, Sesame Seeds Seed
harvestcraft:waterchestnutitem, Water Chestnut
harvestcraft:waterchestnutseeditem, Water Chestnut Seed
harvestcraft:gigapickleitem, Giga Pickle
harvestcraft:gigapickleseeditem, Giga Pickle Seed
harvestcraft:kaleitem, Kale
harvestcraft:kaleseeditem, Kale Seed
harvestcraft:agaveitem, Agave
harvestcraft:agaveseeditem, Agave Seed
harvestcraft:amaranthitem, Amaranth
harvestcraft:amaranthseeditem, Amaranth Seed
harvestcraft:arrowrootitem, Arrowroot
harvestcraft:arrowrootseeditem, Arrowroot Seed
harvestcraft:cassavaitem, Cassava
harvestcraft:cassavaseeditem, Cassava Seed
harvestcraft:chickpeaitem, Chickpeas
harvestcraft:chickpeaseeditem, Chickpea Seed
harvestcraft:elderberryitem, Elderberry
harvestcraft:elderberryseeditem, Elderberry Seed
harvestcraft:flaxitem, Flax
harvestcraft:flaxseeditem, Flax Seed
harvestcraft:greengrapeitem, Green Grape
harvestcraft:greengrapeseeditem, Green Grape Seed
harvestcraft:huckleberryitem, Huckleberry
harvestcraft:huckleberryseeditem, Huckleberry Seed
harvestcraft:jicamaitem, Jicama
harvestcraft:jicamaseeditem, Jicama Seed
harvestcraft:juteitem, Jute
harvestcraft:juteseeditem, Jute Seed
harvestcraft:kenafitem, Kenaf
harvestcraft:kenafseeditem, Kenaf Seed
harvestcraft:kohlrabiitem, Kohlrabi
harvestcraft:kohlrabiseeditem, Kohlrabi Seed
harvestcraft:lentilitem, Lentils
harvestcraft:lentilseeditem, Lentil Seed
harvestcraft:milletitem, Millet
harvestcraft:milletseeditem, Millet Seed
harvestcraft:mulberryitem, Mulberry
harvestcraft:mulberryseeditem, Mulberry Seed
harvestcraft:quinoaitem, Quinoa
harvestcraft:quinoaseeditem, Quinoa Seed
harvestcraft:sisalitem, Sisal
harvestcraft:sisalseeditem, Sisal Seed
harvestcraft:taroitem, Taro
harvestcraft:taroseeditem, Taro Seed
harvestcraft:tomatilloitem, Tomatillo
harvestcraft:tomatilloseeditem, Tomatillo Seed
harvestcraft:juniperberryitem, Juniperberry
harvestcraft:juniperberryseeditem, Juniperberry Seed
harvestcraft:date_sapling, Date Sapling
harvestcraft:dateitem, Date
harvestcraft:pamdate, Date
harvestcraft:papaya_sapling, Papaya Sapling
harvestcraft:papayaitem, Papaya
harvestcraft:pampapaya, Papaya
harvestcraft:cherry_sapling, Cherry Sapling
harvestcraft:cherryitem, Cherry
harvestcraft:pamcherry, Cherry
harvestcraft:fig_sapling, Fig Sapling
harvestcraft:figitem, Fig
harvestcraft:pamfig, Fig
harvestcraft:soursop_sapling, Soursop Sapling
harvestcraft:soursopitem, Soursop
harvestcraft:pamsoursop, Soursop
harvestcraft:dragonfruit_sapling, Dragonfruit Sapling
harvestcraft:dragonfruititem, Dragonfruit
harvestcraft:pamdragonfruit, Dragonfruit
harvestcraft:rambutan_sapling, Rambutan Sapling
harvestcraft:rambutanitem, Rambutan
harvestcraft:pamrambutan, Rambutan
harvestcraft:jackfruit_sapling, Jackfruit Sapling
harvestcraft:jackfruititem, Jackfruit
harvestcraft:pamjackfruit, Jackfruit
harvestcraft:passionfruit_sapling, Passion Fruit Sapling
harvestcraft:passionfruititem, Passion Fruit
harvestcraft:pampassionfruit, Passionfruit
harvestcraft:apple_sapling, Apple Sapling
harvestcraft:pamapple, Apple
harvestcraft:lemon_sapling, Lemon Sapling
harvestcraft:lemonitem, Lemon
harvestcraft:pamlemon, Lemon
harvestcraft:pear_sapling, Pear Sapling
harvestcraft:pearitem, Pear
harvestcraft:pampear, Pear
harvestcraft:olive_sapling, Olive Sapling
harvestcraft:oliveitem, Olive
harvestcraft:pamolive, Olive
harvestcraft:spiderweb_sapling, Spider Web Sapling
harvestcraft:pamspiderweb, Spider Web
harvestcraft:grapefruit_sapling, Grapefruit Sapling
harvestcraft:grapefruititem, Grapefruit
harvestcraft:pamgrapefruit, Grapefruit
harvestcraft:pomegranate_sapling, Pomegranate Sapling
harvestcraft:pomegranateitem, Pomegranate
harvestcraft:pampomegranate, Pomegranate
harvestcraft:cashew_sapling, Cashew Sapling
harvestcraft:cashewitem, Cashew
harvestcraft:pamcashew, Cashew
harvestcraft:vanillabean_sapling, Vanilla Sapling
harvestcraft:vanillabeanitem, Vanilla Bean
harvestcraft:pamvanillabean, Vanilla Bean
harvestcraft:starfruit_sapling, Starfruit Sapling
harvestcraft:starfruititem, Starfruit
harvestcraft:pamstarfruit, Starfruit
harvestcraft:banana_sapling, Banana Sapling
harvestcraft:bananaitem, Banana
harvestcraft:pambanana, Banana
harvestcraft:plum_sapling, Plum Sapling
harvestcraft:plumitem, Plum
harvestcraft:pamplum, Plum
harvestcraft:avocado_sapling, Avocado Sapling
harvestcraft:avocadoitem, Avocado
harvestcraft:pamavocado, Avocado
harvestcraft:pecan_sapling, Pecan Sapling
harvestcraft:pecanitem, Pecan
harvestcraft:pampecan, Pecan
harvestcraft:pistachio_sapling, Pistachio Sapling
harvestcraft:pistachioitem, Pistachio
harvestcraft:pampistachio, Pistachio
harvestcraft:hazelnut_sapling, Hazelnut Sapling
harvestcraft:hazelnutitem, Hazelnut
harvestcraft:pamhazelnut, Hazelnut
harvestcraft:lime_sapling, Lime Sapling
harvestcraft:limeitem, Lime
harvestcraft:pamlime, Lime
harvestcraft:peppercorn_sapling, Peppercorn Sapling
harvestcraft:peppercornitem, Peppercorn
harvestcraft:pampeppercorn, Peppercorn
harvestcraft:almond_sapling, Almond Sapling
harvestcraft:almonditem, Almond
harvestcraft:pamalmond, Almond
harvestcraft:gooseberry_sapling, Gooseberry Sapling
harvestcraft:gooseberryitem, Gooseberry
harvestcraft:pamgooseberry, Gooseberry
harvestcraft:peach_sapling, Peach Sapling
harvestcraft:peachitem, Peach
harvestcraft:pampeach, Peach
harvestcraft:chestnut_sapling, Chestnut Sapling
harvestcraft:chestnutitem, Chestnut
harvestcraft:pamchestnut, Chestnut
harvestcraft:pawpaw_sapling, Pawpaw Sapling
harvestcraft:pawpawitem, Pawpaw
harvestcraft:pampawpaw, Pawpaw
harvestcraft:coconut_sapling, Coconut Sapling
harvestcraft:coconutitem, Coconut
harvestcraft:pamcoconut, Coconut
harvestcraft:mango_sapling, Mango Sapling
harvestcraft:mangoitem, Mango
harvestcraft:pammango, Mango
harvestcraft:apricot_sapling, Apricot Sapling
harvestcraft:apricotitem, Apricot
harvestcraft:pamapricot, Apricot
harvestcraft:orange_sapling, Orange Sapling
harvestcraft:orangeitem, Orange
harvestcraft:pamorange, Orange
harvestcraft:walnut_sapling, Walnut Sapling
harvestcraft:walnutitem, Walnut
harvestcraft:pamwalnut, Walnut
harvestcraft:lychee_sapling, Lychee Sapling
harvestcraft:lycheeitem, Lychee
harvestcraft:pamlychee, Lychee
harvestcraft:persimmon_sapling, Persimmon Sapling
harvestcraft:persimmonitem, Persimmon
harvestcraft:pampersimmon, Persimmon
harvestcraft:guava_sapling, Guava Sapling
harvestcraft:guavaitem, Guava
harvestcraft:pamguava, Guava
harvestcraft:breadfruit_sapling, Breadfruit Sapling
harvestcraft:breadfruititem, Breadfruit
harvestcraft:pambreadfruit, Breadfruit
harvestcraft:nutmeg_sapling, Nutmeg Sapling
harvestcraft:nutmegitem, Nutmeg
harvestcraft:pamnutmeg, Nutmeg
harvestcraft:durian_sapling, Durian Sapling
harvestcraft:durianitem, Durian
harvestcraft:pamdurian, Durian
harvestcraft:tamarind_sapling, Tamarind Sapling
harvestcraft:tamarinditem, Tamarind
harvestcraft:pamtamarind, Tamarind
harvestcraft:cinnamon_sapling, Cinnamon Sapling
harvestcraft:cinnamonitem, Cinnamon
harvestcraft:pamcinnamon, Cinnamon Wood
harvestcraft:maple_sapling, Maple Sapling
harvestcraft:maplesyrupitem, Maple Syrup
harvestcraft:pammaple, Maple Wood
harvestcraft:paperbark_sapling, Paperbark Sapling
harvestcraft:pampaperbark, Paperbark Wood
harvestcraft:market, Market
harvestcraft:shippingbin, Shipping Bin
harvestcraft:well, Well
harvestcraft:groundtrap, Ground Trap
harvestcraft:watertrap, Water Trap
harvestcraft:waterfilter, Water Filter
harvestcraft:grinder, Grinder
harvestcraft:beehive, Beehive
harvestcraft:apiary, Apiary
harvestcraft:honey, Honey Block
harvestcraft:honeycomb, Honeycomb Block
harvestcraft:pressedwax, Pressed Wax Block
harvestcraft:waxcomb, Waxcomb Block
harvestcraft:candledeco1, White Candle
harvestcraft:candledeco2, Orange Candle
harvestcraft:candledeco3, Magenta Candle
harvestcraft:candledeco4, Light Blue Candle
harvestcraft:candledeco5, Yellow Candle
harvestcraft:candledeco6, Lime Candle
harvestcraft:candledeco7, Pink Candle
harvestcraft:candledeco8, Dark Grey Candle
harvestcraft:candledeco9, Light Grey Candle
harvestcraft:candledeco10, Cyan Candle
harvestcraft:candledeco11, Purple Candle
harvestcraft:candledeco12, Blue Candle
harvestcraft:candledeco13, Brown Candle
harvestcraft:candledeco14, Green Candle
harvestcraft:candledeco15, Red Candle
harvestcraft:candledeco16, Black Candle
harvestcraft:aridgarden, Arid Garden
harvestcraft:frostgarden, Frost Garden
harvestcraft:shadedgarden, Shaded Garden
harvestcraft:soggygarden, Soggy Garden
harvestcraft:tropicalgarden, Tropical Garden
harvestcraft:windygarden, Windy Garden
harvestcraft:presser, Presser
harvestcraft:carrotcake, Carrot Cake
harvestcraft:cheesecake, Cheese Cake
harvestcraft:cherrycheesecake, Cherry Cheese Cake
harvestcraft:chocolatesprinklecake, Chocolate Sprinkles Cake
harvestcraft:holidaycake, Holiday Cake
harvestcraft:lamingtoncake, Lamington
harvestcraft:pavlovacake, Pavlova
harvestcraft:pineappleupsidedowncake, Pineapple Upside Down Cake
harvestcraft:pumpkincheesecake, Pumpkin Cheese Cake
harvestcraft:redvelvetcake, Red Velvet Cake
harvestcraft:garliccoinitem, Garlic Coin
